ACN;50day_moving_avg;67.8332
ACN;avg_daily_volume;2954130
ACN;volume;3637843
ACN;52_week_low;51.08
ACN;short_ratio;1.40
ACN;price_earnings_ratio;17.92
ACN;dividend_yield;2.16
ACN;dividend_per_share;1.485
ACN;price_book_ratio;10.51
ACN;ebitda;4.191B
ACN;change;-0.92
ACN;book_value;6.546
ADBE;stock_exchange;"NasdaqNM"
ADBE;market_cap;17.025B
ADBE;200day_moving_avg;32.2506
ADBE;52_week_high;34.78
ADBE;price_earnings_growth_ratio;1.35
ADBE;price_sales_ratio;3.86
ADBE;price;34.39
ADBE;earnings_per_share;1.569
ADBE;50day_moving_avg;33.0309
ADBE;avg_daily_volume;4175090
ADBE;volume;4006239
ADBE;52_week_low;25.72
ADBE;short_ratio;3.20
ADBE;price_earnings_ratio;21.90
ADBE;dividend_yield;N/A
ADBE;dividend_per_share;0.00
ADBE;price_book_ratio;2.64
ADBE;ebitda;1.505B
ADBE;change;+0.03
ADBE;book_value;13.015
ADT;stock_exchange;"NYSE"
ADT;market_cap;N/A
ADT;200day_moving_avg;38.3605
ADT;52_week_high;42.58
ADT;price_earnings_growth_ratio;2.76
ADT;price_sales_ratio;N/A
ADT;price;41.50
ADT;earnings_per_share;0.00
ADT;50day_moving_avg;38.3605
ADT;avg_daily_volume;4135400
ADT;volume;1864033
ADT;52_week_low;35.38
ADT;short_ratio;0.50
ADT;price_earnings_ratio;N/A
ADT;dividend_yield;N/A
ADT;dividend_per_share;0.00
ADT;price_book_ratio;N/A
ADT;ebitda;1.342B
ADT;change;+0.22
ADT;book_value;0.00
AMD;stock_exchange;"NYSE"
AMD;market_cap;1.564B
AMD;200day_moving_avg;4.8319
AMD;52_week_high;8.35
AMD;price_earnings_growth_ratio;N/A
AMD;price_sales_ratio;0.27
AMD;price;2.10
AMD;earnings_per_share;-1.203
AMD;50day_moving_avg;3.0147
AMD;avg_daily_volume;26263500
AMD;volume;20725284
AMD;52_week_low;2.03
AMD;short_ratio;4.90
AMD;price_earnings_ratio;N/A
AMD;dividend_yield;N/A
AMD;dividend_per_share;0.00
AMD;price_book_ratio;1.61
AMD;ebitda;-190.0M
AMD;change;-0.04
AMD;book_value;1.328
AES;stock_exchange;"NYSE"
AES;market_cap;7.974B
AES;200day_moving_avg;11.863
AES;52_week_high;14.01
AES;price_earnings_growth_ratio;1.04
AES;price_sales_ratio;0.45
AES;price;10.66
AES;earnings_per_share;0.184
AES;50day_moving_avg;10.9814
AES;avg_daily_volume;5519630
AES;volume;5592337
AES;52_week_low;10.34
AES;short_ratio;0.70
AES;price_earnings_ratio;57.28
AES;dividend_yield;0.38
AES;dividend_per_share;0.04
AES;price_book_ratio;1.29
AES;ebitda;4.894B
AES;change;+0.12
AES;book_value;8.169
AET;stock_exchange;"NYSE"
AET;market_cap;14.718B
AET;200day_moving_avg;40.2675
AET;52_week_high;51.14
AET;price_earnings_growth_ratio;0.94
AET;price_sales_ratio;0.42
AET;price;44.00
AET;earnings_per_share;5.23
AET;50day_moving_avg;39.0989
AET;avg_daily_volume;4064490
AET;volume;7351365
AET;52_week_low;34.58
AET;short_ratio;3.00
AET;price_earnings_ratio;8.51
AET;dividend_yield;1.18
AET;dividend_per_share;0.525
AET;price_book_ratio;1.37
AET;ebitda;3.607B
AET;change;-0.49
AET;book_value;32.576
AFL;stock_exchange;"NYSE"
AFL;market_cap;23.731B
AFL;200day_moving_avg;44.6291
AFL;52_week_high;51.25
AFL;price_earnings_growth_ratio;0.71
AFL;price_sales_ratio;0.96
AFL;price;50.63
AFL;earnings_per_share;6.072
AFL;50day_moving_avg;48.8039
AFL;avg_daily_volume;2360200
AFL;volume;2475683
AFL;52_week_low;38.13
AFL;short_ratio;3.50
AFL;price_earnings_ratio;8.39
AFL;dividend_yield;2.59
AFL;dividend_per_share;1.32
AFL;price_book_ratio;1.49
AFL;ebitda;4.532B
AFL;change;-0.31
AFL;book_value;34.103
A;stock_exchange;"NYSE"
A;market_cap;12.892B
A;200day_moving_avg;38.8075
A;52_week_high;46.28
A;price_earnings_growth_ratio;1.04
A;price_sales_ratio;1.90
A;price;37.00
A;earnings_per_share;2.871
A;50day_moving_avg;37.8327
A;avg_daily_volume;3676660
A;volume;3351624
A;52_week_low;32.51
A;short_ratio;1.00
A;price_earnings_ratio;12.92
A;dividend_yield;0.81
A;dividend_per_share;0.30
A;price_book_ratio;2.65
A;ebitda;1.439B
A;change;-0.10
A;book_value;13.976
GAS;stock_exchange;"NYSE"
GAS;market_cap;4.634B
GAS;200day_moving_avg;39.4496
GAS;52_week_high;43.00
GAS;price_earnings_growth_ratio;N/A
GAS;price_sales_ratio;1.35
GAS;price;39.57
GAS;earnings_per_share;1.867
GAS;50day_moving_avg;40.9044
GAS;avg_daily_volume;333908
GAS;volume;378655
GAS;52_week_low;36.59
GAS;short_ratio;4.70
GAS;price_earnings_ratio;21.55
GAS;dividend_yield;3.18
GAS;dividend_per_share;1.281
GAS;price_book_ratio;1.42
GAS;ebitda;962.0M
GAS;change;-0.66
GAS;book_value;28.359
APD;stock_exchange;"NYSE"
APD;market_cap;16.560B
APD;200day_moving_avg;82.013
APD;52_week_high;92.79
APD;price_earnings_growth_ratio;2.10
APD;price_sales_ratio;1.72
APD;price;78.15
APD;earnings_per_share;5.443
APD;50day_moving_avg;82.5532
APD;avg_daily_volume;961232
APD;volume;2346911
APD;52_week_low;76.11
APD;short_ratio;3.50
APD;price_earnings_ratio;14.37
APD;dividend_yield;3.20
APD;dividend_per_share;2.50
APD;price_book_ratio;2.56
APD;ebitda;2.375B
APD;change;-0.04
APD;book_value;30.518
ARG;stock_exchange;"NYSE"
ARG;market_cap;6.882B
ARG;200day_moving_avg;84.8019
ARG;52_week_high;93.05
ARG;price_earnings_growth_ratio;1.52
ARG;price_sales_ratio;1.42
ARG;price;89.28
ARG;earnings_per_share;4.241
ARG;50day_moving_avg;83.1478
ARG;avg_daily_volume;496550
ARG;volume;570887
ARG;52_week_low;69.28
ARG;short_ratio;1.60
ARG;price_earnings_ratio;21.14
ARG;dividend_yield;1.61
ARG;dividend_per_share;1.44
ARG;price_book_ratio;3.62
ARG;ebitda;870.6M
ARG;change;-0.37
ARG;book_value;24.736
AKAM;stock_exchange;"NasdaqNM"
AKAM;market_cap;6.776B
AKAM;200day_moving_avg;34.3306
AKAM;52_week_high;40.32
AKAM;price_earnings_growth_ratio;1.65
AKAM;price_sales_ratio;5.17
AKAM;price;38.28
AKAM;earnings_per_share;1.083
AKAM;50day_moving_avg;38.2162
AKAM;avg_daily_volume;2432010
AKAM;volume;2610858
AKAM;52_week_low;25.90
AKAM;short_ratio;3.90
AKAM;price_earnings_ratio;35.61
AKAM;dividend_yield;N/A
AKAM;dividend_per_share;0.00
AKAM;price_book_ratio;3.02
AKAM;ebitda;527.4M
AKAM;change;-0.29
AKAM;book_value;12.768
AA;stock_exchange;"NYSE"
AA;market_cap;9.231B
AA;200day_moving_avg;8.8086
AA;52_week_high;11.02
AA;price_earnings_growth_ratio;2.95
AA;price_sales_ratio;0.39
AA;price;8.6501
AA;earnings_per_share;-0.227
AA;50day_moving_avg;9.33
AA;avg_daily_volume;16285100
AA;volume;13639358
AA;52_week_low;7.97
AA;short_ratio;3.90
AA;price_earnings_ratio;N/A
AA;dividend_yield;1.03
AA;dividend_per_share;0.09
AA;price_book_ratio;0.69
AA;ebitda;1.961B
AA;change;-0.0999
AA;book_value;12.664
ALXN;stock_exchange;"NasdaqNM"
ALXN;market_cap;17.309B
ALXN;200day_moving_avg;100.31
ALXN;52_week_high;119.54
ALXN;price_earnings_growth_ratio;1.18
ALXN;price_sales_ratio;17.24
ALXN;price;89.09
ALXN;earnings_per_share;1.13
ALXN;50day_moving_avg;109.816
ALXN;avg_daily_volume;1166030
ALXN;volume;2239809
ALXN;52_week_low;62.02
ALXN;short_ratio;5.30
ALXN;price_earnings_ratio;81.77
ALXN;dividend_yield;N/A
ALXN;dividend_per_share;0.00
ALXN;price_book_ratio;9.59
ALXN;ebitda;384.6M
ALXN;change;-3.31
ALXN;book_value;9.638
ATI;stock_exchange;"NYSE"
ATI;market_cap;2.933B
ATI;200day_moving_avg;32.9196
ATI;52_week_high;53.00
ATI;price_earnings_growth_ratio;1.14
ATI;price_sales_ratio;0.57
ATI;price;27.36
ATI;earnings_per_share;1.616
ATI;50day_moving_avg;31.9638
ATI;avg_daily_volume;1572840
ATI;volume;1565954
ATI;52_week_low;26.26
ATI;short_ratio;2.20
ATI;price_earnings_ratio;17.17
ATI;dividend_yield;2.59
ATI;dividend_per_share;0.72
ATI;price_book_ratio;1.13
ATI;ebitda;546.8M
ATI;change;-0.39
ATI;book_value;24.648
AGN;stock_exchange;"NYSE"
AGN;market_cap;27.462B
AGN;200day_moving_avg;90.1932
AGN;52_week_high;97.09
AGN;price_earnings_growth_ratio;1.69
AGN;price_sales_ratio;4.78
AGN;price;91.51
AGN;earnings_per_share;3.421
AGN;50day_moving_avg;91.9576
AGN;avg_daily_volume;1738510
AGN;volume;2033577
AGN;52_week_low;78.42
AGN;short_ratio;2.00
AGN;price_earnings_ratio;26.54
AGN;dividend_yield;0.22
AGN;dividend_per_share;0.20
AGN;price_book_ratio;4.89
AGN;ebitda;1.760B
AGN;change;+0.73
AGN;book_value;18.559
ALL;stock_exchange;"NYSE"
ALL;market_cap;18.624B
ALL;200day_moving_avg;35.3146
ALL;52_week_high;40.64
ALL;price_earnings_growth_ratio;0.56
ALL;price_sales_ratio;0.57
ALL;price;38.56
ALL;earnings_per_share;5.232
ALL;50day_moving_avg;39.5055
ALL;avg_daily_volume;3936140
ALL;volume;9864106
ALL;52_week_low;24.50
ALL;short_ratio;2.60
ALL;price_earnings_ratio;7.46
ALL;dividend_yield;2.23
ALL;dividend_per_share;0.87
ALL;price_book_ratio;0.91
ALL;ebitda;4.565B
ALL;change;-0.49
ALL;book_value;43.141
ALTR;stock_exchange;"NasdaqNM"
ALTR;market_cap;9.781B
ALTR;200day_moving_avg;34.7281
ALTR;52_week_high;41.63
ALTR;price_earnings_growth_ratio;1.46
ALTR;price_sales_ratio;5.63
ALTR;price;30.51
ALTR;earnings_per_share;1.789
ALTR;50day_moving_avg;37.2727
ALTR;avg_daily_volume;3270410
ALTR;volume;4724748
ALTR;52_week_low;29.67
ALTR;short_ratio;1.50
ALTR;price_earnings_ratio;17.67
ALTR;dividend_yield;1.08
ALTR;dividend_per_share;0.34
ALTR;price_book_ratio;3.10
ALTR;ebitda;648.3M
ALTR;change;-1.10
ALTR;book_value;10.189
MO;stock_exchange;"NYSE"
MO;market_cap;65.084B
MO;200day_moving_avg;33.7577
MO;52_week_high;36.29
MO;price_earnings_growth_ratio;2.17
MO;price_sales_ratio;3.78
MO;price;31.70
MO;earnings_per_share;1.916
MO;50day_moving_avg;33.5883
MO;avg_daily_volume;12519000
MO;volume;8234800
MO;52_week_low;27.00
MO;short_ratio;3.40
MO;price_earnings_ratio;16.69
MO;dividend_yield;5.22
MO;dividend_per_share;1.67
MO;price_book_ratio;16.97
MO;ebitda;7.632B
MO;change;-0.27
MO;book_value;1.884
AMZN;stock_exchange;"NasdaqNM"
AMZN;market_cap;105.3B
AMZN;200day_moving_avg;230.997
AMZN;52_week_high;264.11
AMZN;price_earnings_growth_ratio;157.68
AMZN;price_sales_ratio;1.84
AMZN;price;232.4224
AMZN;earnings_per_share;0.084
AMZN;50day_moving_avg;247.664
AMZN;avg_daily_volume;3286020
AMZN;volume;3374847
AMZN;52_week_low;166.97
AMZN;short_ratio;2.80
AMZN;price_earnings_ratio;2763.57
AMZN;dividend_yield;N/A
AMZN;dividend_per_share;0.00
AMZN;price_book_ratio;13.92
AMZN;ebitda;2.089B
AMZN;change;+0.2824
AMZN;book_value;16.673
AEE;stock_exchange;"NYSE"
AEE;market_cap;7.929B
AEE;200day_moving_avg;33.0212
AEE;52_week_high;35.30
AEE;price_earnings_growth_ratio;N/A
AEE;price_sales_ratio;1.14
AEE;price;32.68
AEE;earnings_per_share;0.487
AEE;50day_moving_avg;32.6164
AEE;avg_daily_volume;1628140
AEE;volume;2787981
AEE;52_week_low;30.78
AEE;short_ratio;1.00
AEE;price_earnings_ratio;67.45
AEE;dividend_yield;4.87
AEE;dividend_per_share;1.60
AEE;price_book_ratio;1.05
AEE;ebitda;2.260B
AEE;change;-0.17
AEE;book_value;31.142
AEP;stock_exchange;"NYSE"
AEP;market_cap;21.463B
AEP;200day_moving_avg;41.4781
AEP;52_week_high;45.41
AEP;price_earnings_growth_ratio;4.32
AEP;price_sales_ratio;1.46
AEP;price;44.23
AEP;earnings_per_share;3.188
AEP;50day_moving_avg;44.27
AEP;avg_daily_volume;2443340
AEP;volume;1999769
AEP;52_week_low;36.97
AEP;short_ratio;3.30
AEP;price_earnings_ratio;13.92
AEP;dividend_yield;4.24
AEP;dividend_per_share;1.88
AEP;price_book_ratio;1.41
AEP;ebitda;4.691B
AEP;change;-0.16
AEP;book_value;31.559
AXP;stock_exchange;"NYSE"
AXP;market_cap;63.629B
AXP;200day_moving_avg;57.4097
AXP;52_week_high;61.42
AXP;price_earnings_growth_ratio;1.17
AXP;price_sales_ratio;2.17
AXP;price;56.71
AXP;earnings_per_share;4.317
AXP;50day_moving_avg;58.2482
AXP;avg_daily_volume;4779620
AXP;volume;6107241
AXP;52_week_low;44.70
AXP;short_ratio;1.40
AXP;price_earnings_ratio;13.17
AXP;dividend_yield;1.02
AXP;dividend_per_share;0.58
AXP;price_book_ratio;3.36
AXP;ebitda;0
AXP;change;-0.14
AXP;book_value;16.934
AIG;stock_exchange;"NYSE"
AIG;market_cap;53.676B
AIG;200day_moving_avg;32.5383
AIG;52_week_high;37.67
AIG;price_earnings_growth_ratio;0.37
AIG;price_sales_ratio;0.82
AIG;price;32.68
AIG;earnings_per_share;14.073
AIG;50day_moving_avg;34.7415
AIG;avg_daily_volume;25379400
AIG;volume;56803952
AIG;52_week_low;19.96
AIG;short_ratio;0.90
AIG;price_earnings_ratio;2.50
AIG;dividend_yield;N/A
AIG;dividend_per_share;0.00
AIG;price_book_ratio;0.57
AIG;ebitda;24.808B
AIG;change;-2.52
AIG;book_value;61.898
AMT;stock_exchange;"NYSE"
AMT;market_cap;29.434B
AMT;200day_moving_avg;68.6684
AMT;52_week_high;75.62
AMT;price_earnings_growth_ratio;2.48
AMT;price_sales_ratio;10.68
AMT;price;74.47
AMT;earnings_per_share;1.771
AMT;50day_moving_avg;71.24
AMT;avg_daily_volume;2339210
AMT;volume;2650443
AMT;52_week_low;55.03
AMT;short_ratio;1.50
AMT;price_earnings_ratio;42.11
AMT;dividend_yield;0.58
AMT;dividend_per_share;0.43
AMT;price_book_ratio;8.29
AMT;ebitda;1.743B
AMT;change;-0.11
AMT;book_value;8.999
AMP;stock_exchange;"NYSE"
AMP;market_cap;12.469B
AMP;200day_moving_avg;52.9452
AMP;52_week_high;60.68
AMP;price_earnings_growth_ratio;0.99
AMP;price_sales_ratio;1.22
AMP;price;60.12
AMP;earnings_per_share;3.665
AMP;50day_moving_avg;57.3923
AMP;avg_daily_volume;1177200
AMP;volume;3433596
AMP;52_week_low;41.10
AMP;short_ratio;1.50
AMP;price_earnings_ratio;16.28
AMP;dividend_yield;2.03
AMP;dividend_per_share;1.21
AMP;price_book_ratio;1.35
AMP;ebitda;2.637B
AMP;change;+0.44
AMP;book_value;44.151
ABC;stock_exchange;"NYSE"
ABC;market_cap;9.839B
ABC;200day_moving_avg;37.8589
ABC;52_week_high;40.36
ABC;price_earnings_growth_ratio;1.08
ABC;price_sales_ratio;0.13
ABC;price;40.50
ABC;earnings_per_share;2.802
ABC;50day_moving_avg;38.5267
ABC;avg_daily_volume;3008540
ABC;volume;2077378
ABC;52_week_low;35.48
ABC;short_ratio;3.00
ABC;price_earnings_ratio;14.60
ABC;dividend_yield;1.27
ABC;dividend_per_share;0.52
ABC;price_book_ratio;4.05
ABC;ebitda;1.454B
ABC;change;-0.42
ABC;book_value;10.113
AMGN;stock_exchange;"NasdaqNM"
AMGN;market_cap;66.394B
AMGN;200day_moving_avg;75.9282
AMGN;52_week_high;85.28
AMGN;price_earnings_growth_ratio;1.26
AMGN;price_sales_ratio;3.98
AMGN;price;86.45
AMGN;earnings_per_share;5.569
AMGN;50day_moving_avg;82.18
AMGN;avg_daily_volume;4022850
AMGN;volume;3238023
AMGN;52_week_low;54.59
AMGN;short_ratio;3.30
AMGN;price_earnings_ratio;15.66
AMGN;dividend_yield;1.24
AMGN;dividend_per_share;1.08
AMGN;price_book_ratio;3.37
AMGN;ebitda;6.983B
AMGN;change;-0.76
AMGN;book_value;25.914
APH;stock_exchange;"NYSE"
APH;market_cap;9.815B
APH;200day_moving_avg;57.7088
APH;52_week_high;63.70
APH;price_earnings_growth_ratio;1.38
APH;price_sales_ratio;2.41
APH;price;60.83
APH;earnings_per_share;3.215
APH;50day_moving_avg;60.0415
APH;avg_daily_volume;742442
APH;volume;445463
APH;52_week_low;40.99
APH;short_ratio;3.00
APH;price_earnings_ratio;18.99
APH;dividend_yield;0.54
APH;dividend_per_share;0.33
APH;price_book_ratio;4.06
APH;ebitda;903.0M
APH;change;-0.22
APH;book_value;15.041
APC;stock_exchange;"NYSE"
APC;market_cap;35.113B
APC;200day_moving_avg;68.0559
APC;52_week_high;88.70
APC;price_earnings_growth_ratio;4.91
APC;price_sales_ratio;2.62
APC;price;70.26
APC;earnings_per_share;3.63
APC;50day_moving_avg;72.375
APC;avg_daily_volume;3419620
APC;volume;4084063
APC;52_week_low;56.42
APC;short_ratio;2.10
APC;price_earnings_ratio;19.38
APC;dividend_yield;0.51
APC;dividend_per_share;0.36
APC;price_book_ratio;1.72
APC;ebitda;7.406B
APC;change;-0.08
APC;book_value;40.806
ADI;stock_exchange;"NasdaqNM"
ADI;market_cap;11.902B
ADI;200day_moving_avg;38.3209
ADI;52_week_high;41.79
ADI;price_earnings_growth_ratio;2.07
ADI;price_sales_ratio;4.43
ADI;price;39.82
ADI;earnings_per_share;2.139
ADI;50day_moving_avg;39.4711
ADI;avg_daily_volume;2028330
ADI;volume;1935934
ADI;52_week_low;32.18
ADI;short_ratio;3.10
ADI;price_earnings_ratio;18.85
ADI;dividend_yield;2.85
ADI;dividend_per_share;1.15
ADI;price_book_ratio;2.99
ADI;ebitda;966.1M
ADI;change;-0.51
ADI;book_value;13.478
AON;stock_exchange;"NYSE"
AON;market_cap;18.057B
AON;200day_moving_avg;49.9201
AON;52_week_high;55.41
AON;price_earnings_growth_ratio;1.60
AON;price_sales_ratio;1.58
AON;price;54.88
AON;earnings_per_share;2.879
AON;50day_moving_avg;53.1012
AON;avg_daily_volume;1372120
AON;volume;1954232
AON;52_week_low;43.37
AON;short_ratio;3.70
AON;price_earnings_ratio;19.03
AON;dividend_yield;1.14
AON;dividend_per_share;0.624
AON;price_book_ratio;2.17
AON;ebitda;2.313B
AON;change;+0.08
AON;book_value;25.241
APA;stock_exchange;"NYSE"
APA;market_cap;31.757B
APA;200day_moving_avg;86.6017
APA;52_week_high;112.09
APA;price_earnings_growth_ratio;1.60
APA;price_sales_ratio;1.91
APA;price;81.22
APA;earnings_per_share;6.276
APA;50day_moving_avg;87.1512
APA;avg_daily_volume;2579650
APA;volume;2476865
APA;52_week_low;77.93
APA;short_ratio;2.10
APA;price_earnings_ratio;13.04
APA;dividend_yield;0.81
APA;dividend_per_share;0.66
APA;price_book_ratio;1.04
APA;ebitda;10.630B
APA;change;-0.63
APA;book_value;78.552
AIV;stock_exchange;"NYSE"
AIV;market_cap;3.792B
AIV;200day_moving_avg;26.8918
AIV;52_week_high;28.30
AIV;price_earnings_growth_ratio;1.89
AIV;price_sales_ratio;3.53
AIV;price;26.16
AIV;earnings_per_share;-0.073
AIV;50day_moving_avg;26.8756
AIV;avg_daily_volume;1288490
AIV;volume;4241805
AIV;52_week_low;20.17
AIV;short_ratio;5.10
AIV;price_earnings_ratio;N/A
AIV;dividend_yield;2.52
AIV;dividend_per_share;0.68
AIV;price_book_ratio;4.84
AIV;ebitda;581.0M
AIV;change;-0.78
AIV;book_value;5.571
APOL;stock_exchange;"NasdaqNM"
APOL;market_cap;2.223B
APOL;200day_moving_avg;30.1974
APOL;52_week_high;58.29
APOL;price_earnings_growth_ratio;0.72
APOL;price_sales_ratio;0.53
APOL;price;19.78
APOL;earnings_per_share;3.476
APOL;50day_moving_avg;26.0403
APOL;avg_daily_volume;2145130
APOL;volume;3100099
APOL;52_week_low;19.18
APOL;short_ratio;10.80
APOL;price_earnings_ratio;5.77
APOL;dividend_yield;N/A
APOL;dividend_per_share;0.00
APOL;price_book_ratio;2.43
APOL;ebitda;904.7M
APOL;change;-0.29
APOL;book_value;8.271
AAPL;stock_exchange;"NasdaqNM"
AAPL;market_cap;541.7B
AAPL;200day_moving_avg;607.51
AAPL;52_week_high;705.07
AAPL;price_earnings_growth_ratio;0.52
AAPL;price_sales_ratio;3.58
AAPL;price;576.80
AAPL;earnings_per_share;44.15
AAPL;50day_moving_avg;687.341
AAPL;avg_daily_volume;14367400
AAPL;volume;21406152
AAPL;52_week_low;363.32
AAPL;short_ratio;0.90
AAPL;price_earnings_ratio;13.51
AAPL;dividend_yield;0.44
AAPL;dividend_per_share;2.65
AAPL;price_book_ratio;4.74
AAPL;ebitda;58.518B
AAPL;change;-19.7399
AAPL;book_value;125.861
AMAT;stock_exchange;"NasdaqNM"
AMAT;market_cap;13.377B
AMAT;200day_moving_avg;11.1814
AMAT;52_week_high;13.94
AMAT;price_earnings_growth_ratio;1.88
AMAT;price_sales_ratio;1.46
AMAT;price;10.81
AMAT;earnings_per_share;0.833
AMAT;50day_moving_avg;11.2106
AMAT;avg_daily_volume;12626800
AMAT;volume;13419840
AMAT;52_week_low;9.97
AMAT;short_ratio;1.70
AMAT;price_earnings_ratio;13.15
AMAT;dividend_yield;3.11
AMAT;dividend_per_share;0.34
AMAT;price_book_ratio;1.62
AMAT;ebitda;1.873B
AMAT;change;-0.14
AMAT;book_value;6.739
ADM;stock_exchange;"NYSE"
ADM;market_cap;17.748B
ADM;200day_moving_avg;28.8334
ADM;52_week_high;33.98
ADM;price_earnings_growth_ratio;N/A
ADM;price_sales_ratio;0.20
ADM;price;26.85
ADM;earnings_per_share;1.428
ADM;50day_moving_avg;27.7126
ADM;avg_daily_volume;4775360
ADM;volume;4970046
ADM;52_week_low;25.02
ADM;short_ratio;1.90
ADM;price_earnings_ratio;18.98
ADM;dividend_yield;2.58
ADM;dividend_per_share;0.70
ADM;price_book_ratio;0.97
ADM;ebitda;2.689B
ADM;change;-0.25
ADM;book_value;27.899
AIZ;stock_exchange;"NYSE"
AIZ;market_cap;2.959B
AIZ;200day_moving_avg;36.2857
AIZ;52_week_high;44.54
AIZ;price_earnings_growth_ratio;0.52
AIZ;price_sales_ratio;0.35
AIZ;price;37.60
AIZ;earnings_per_share;7.056
AIZ;50day_moving_avg;38.5724
AIZ;avg_daily_volume;886063
AIZ;volume;811100
AIZ;52_week_low;32.41
AIZ;short_ratio;6.70
AIZ;price_earnings_ratio;5.38
AIZ;dividend_yield;2.05
AIZ;dividend_per_share;0.78
AIZ;price_book_ratio;0.58
AIZ;ebitda;1.168B
AIZ;change;-0.39
AIZ;book_value;65.817
T;stock_exchange;"NYSE"
T;market_cap;199.3B
T;200day_moving_avg;35.5386
T;52_week_high;38.58
T;price_earnings_growth_ratio;2.14
T;price_sales_ratio;1.57
T;price;34.93
T;earnings_per_share;0.757
T;50day_moving_avg;36.6376
T;avg_daily_volume;24435100
T;volume;28329560
T;52_week_low;27.41
T;short_ratio;1.70
T;price_earnings_ratio;46.35
T;dividend_yield;5.02
T;dividend_per_share;1.76
T;price_book_ratio;1.98
T;ebitda;35.200B
T;change;-0.16
T;book_value;17.69
ADSK;stock_exchange;"NasdaqNM"
ADSK;market_cap;7.293B
ADSK;200day_moving_avg;33.682
ADSK;52_week_high;42.69
ADSK;price_earnings_growth_ratio;1.04
ADSK;price_sales_ratio;3.20
ADSK;price;32.14
ADSK;earnings_per_share;1.251
ADSK;50day_moving_avg;32.4782
ADSK;avg_daily_volume;3549250
ADSK;volume;2192172
ADSK;52_week_low;27.70
ADSK;short_ratio;2.20
ADSK;price_earnings_ratio;25.89
ADSK;dividend_yield;N/A
ADSK;dividend_per_share;0.00
ADSK;price_book_ratio;3.58
ADSK;ebitda;488.3M
ADSK;change;-0.25
ADSK;book_value;9.041
ADP;stock_exchange;"NasdaqNM"
ADP;market_cap;27.802B
ADP;200day_moving_avg;56.188
ADP;52_week_high;59.96
ADP;price_earnings_growth_ratio;2.15
ADP;price_sales_ratio;2.67
ADP;price;57.37
ADP;earnings_per_share;2.832
ADP;50day_moving_avg;58.485
ADP;avg_daily_volume;1795320
ADP;volume;2905549
ADP;52_week_low;47.60
ADP;short_ratio;2.00
ADP;price_earnings_ratio;20.96
ADP;dividend_yield;2.66
ADP;dividend_per_share;1.58
ADP;price_book_ratio;4.57
ADP;ebitda;2.351B
ADP;change;-1.99
ADP;book_value;12.985
AN;stock_exchange;"NYSE"
AN;market_cap;5.304B
AN;200day_moving_avg;39.4129
AN;52_week_high;48.56
